CLAVE_CASILLA|ID_ENTIDAD|ENTIDAD|ID_DISTRITO_FEDERAL|DISTRITO_FEDERAL|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|LISTA_NOMINAL
'160149B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0149|=01|B|=00|623
'160149C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0149|=01|C|=00|622
'160150B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0150|=01|B|=00|481
'160150C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0150|=01|C|=00|481
'160151B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0151|=01|B|=00|674
'160151C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0151|=01|C|=00|674
'160151C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0151|=02|C|=00|673
'160152B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0152|=01|B|=00|684
'160153B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0153|=01|B|=00|694
'160153C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0153|=01|C|=00|693
'160153C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0153|=02|C|=00|693
'160154B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0154|=01|B|=00|681
'160154C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0154|=01|C|=00|681
'160154C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0154|=02|C|=00|680
'160154C0300'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0154|=03|C|=00|680
'160155B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0155|=01|B|=00|601
'160155C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0155|=01|C|=00|600
'160155C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0155|=02|C|=00|600
'160156B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0156|=01|B|=00|635
'160156C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0156|=01|C|=00|634
'160156C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0156|=02|C|=00|634
'160156C0300'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0156|=03|C|=00|634
'160156C0400'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0156|=04|C|=00|634
'160157B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0157|=01|B|=00|623
'160157C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0157|=01|C|=00|623
'160157E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0157|=01|E|=00|417
'160158B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0158|=01|B|=00|653
'160158C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0158|=01|C|=00|652
'160159B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0159|=01|B|=00|721
'160159C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0159|=01|C|=00|721
'160159C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0159|=02|C|=00|720
'160160B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0160|=01|B|=00|613
'160160C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0160|=01|C|=00|612
'160160C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0160|=02|C|=00|612
'160161B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0161|=01|B|=00|686
'160161C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0161|=01|C|=00|685
'160161C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0161|=02|C|=00|685
'160162B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0162|=01|B|=00|387
'160163B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0163|=01|B|=00|571
'160163C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0163|=01|C|=00|570
'160164B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0164|=01|B|=00|697
'160165B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0165|=01|B|=00|390
'160165C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0165|=01|C|=00|390
'160166B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0166|=01|B|=00|637
'160166C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0166|=01|C|=00|637
'160167B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0167|=01|B|=00|374
'160168B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0168|=01|B|=00|366
'160169B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=019|TACÁMBARO DE CODALLOS|=009|ARIO|=0169|=01|B|=00|333
'160170B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0170|=01|B|=00|684
'160170C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0170|=01|C|=00|684
'160170C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0170|=02|C|=00|684
'160170C0300'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0170|=03|C|=00|683
'160171B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0171|=01|B|=00|513
'160171C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0171|=01|C|=00|513
'160171C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0171|=02|C|=00|513
'160172B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0172|=01|B|=00|548
'160172C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0172|=01|C|=00|548
'160172C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0172|=02|C|=00|547
'160173B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0173|=01|B|=00|668
'160173C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0173|=01|C|=00|667
'160173C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0173|=02|C|=00|667
'160174B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0174|=01|B|=00|534
'160174C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0174|=01|C|=00|533
'160174C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0174|=02|C|=00|533
'160175B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0175|=01|B|=00|381
'160175E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0175|=01|E|=00|162
'160176B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0176|=01|B|=00|707
'160176C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0176|=01|C|=00|706
'160176E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0176|=01|E|=00|440
'160176E0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0176|=02|E|=00|164
'160177B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0177|=01|B|=00|198
'160177E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0177|=01|E|=00|107
'160177E0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0177|=02|E|=00|241
'160178B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0178|=01|B|=00|686
'160179B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0179|=01|B|=00|300
'160180B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0180|=01|B|=00|308
'160180E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0180|=01|E|=00|344
'160181B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0181|=01|B|=00|541
'160181C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0181|=01|C|=00|541
'160181E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0181|=01|E|=00|137
'160181C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0181|=02|C|=00|541
'160182B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0182|=01|B|=00|241
'160183B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=010|ARTEAGA|=0183|=01|B|=00|103
'160420B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0420|=01|B|=00|432
'160420C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0420|=01|C|=00|432
'160421B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0421|=01|B|=00|645
'160421C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0421|=01|C|=00|644
'160422B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0422|=01|B|=00|568
'160422C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0422|=01|C|=00|568
'160422C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0422|=02|C|=00|567
'160423B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0423|=01|B|=00|530
'160423C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0423|=01|C|=00|530
'160424B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0424|=01|B|=00|494
'160425B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0425|=01|B|=00|371
'160426B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0426|=01|B|=00|421
'160426C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0426|=01|C|=00|421
'160427B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0427|=01|B|=00|210
'160427E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0427|=01|E|=00|211
'160428B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0428|=01|B|=00|647
'160429B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0429|=01|B|=00|690
'160430B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0430|=01|B|=00|565
'160431B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0431|=01|B|=00|273
'160432B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0432|=01|B|=00|458
'160432C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=029|CHURUMUCO|=0432|=01|C|=00|458
'160467B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0467|=01|B|=00|743
'160467C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0467|=01|C|=00|743
'160468B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0468|=01|B|=00|617
'160468E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0468|=01|E|=00|336
'160469B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0469|=01|B|=00|675
'160469C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0469|=01|C|=00|674
'160469C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0469|=02|C|=00|674
'160470B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0470|=01|B|=00|544
'160470C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0470|=01|C|=00|543
'160470C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0470|=02|C|=00|543
'160471B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0471|=01|B|=00|564
'160471C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0471|=01|C|=00|564
'160471C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0471|=02|C|=00|564
'160472B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0472|=01|B|=00|508
'160472C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0472|=01|C|=00|508
'160473B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0473|=01|B|=00|548
'160473C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0473|=01|C|=00|548
'160473C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0473|=02|C|=00|547
'160474B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0474|=01|B|=00|616
'160474C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0474|=01|C|=00|616
'160474C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0474|=02|C|=00|615
'160475B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0475|=01|B|=00|500
'160475C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0475|=01|C|=00|500
'160476B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0476|=01|B|=00|496
'160476C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0476|=01|C|=00|496
'160477B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0477|=01|B|=00|619
'160477C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0477|=01|C|=00|619
'160478B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0478|=01|B|=00|587
'160478C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0478|=01|C|=00|586
'160479B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=033|GABRIEL ZAMORA|=0479|=01|B|=00|234
'160557B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0557|=01|B|=00|551
'160557C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0557|=01|C|=00|551
'160558B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0558|=01|B|=00|572
'160558C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0558|=01|C|=00|572
'160558C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0558|=02|C|=00|572
'160559B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0559|=01|B|=00|573
'160559C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0559|=01|C|=00|573
'160559C0200'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0559|=02|C|=00|572
'160560B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0560|=01|B|=00|483
'160560C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0560|=01|C|=00|482
'160561B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0561|=01|B|=00|466
'160561C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0561|=01|C|=00|465
'160562B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0562|=01|B|=00|569
'160562C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0562|=01|C|=00|568
'160563B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0563|=01|B|=00|183
'160564B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0564|=01|B|=00|406
'160564C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0564|=01|C|=00|406
'160565B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0565|=01|B|=00|543
'160566B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0566|=01|B|=00|389
'160566C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0566|=01|C|=00|388
'160567B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0567|=01|B|=00|438
'160568B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0568|=01|B|=00|389
'160568C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0568|=01|C|=00|389
'160569B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0569|=01|B|=00|239
'160569E0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0569|=01|E|=00|256
'160570B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0570|=01|B|=00|385
'160570C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0570|=01|C|=00|384
'160571B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0571|=01|B|=00|404
'160571C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0571|=01|C|=00|403
'160572B0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0572|=01|B|=00|717
'160572C0100'|=16|MICHOACÁN|=001|LÁZARO CÁRDENAS|=022|NUEVA ITALIA DE RUIZ|=035|LA HUACANA|=0572|=01|C|=00|716
