CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|NOMBRE_DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|CASILLA|NUM_ACTA_IMPRESO|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PES|RSP|FXM|CI|PAN-PRI-PRD|PAN-PRI|PAN-PRD|PRI-PRD|PVEM-PT-MORENA|PVEM-PT|PVEM-MORENA|PT-MORENA|CANDIDATO/A NO REGISTRADO/A|VOTOS NULOS|TOTAL_VOTOS_CALCULADOS|LISTA_NOMINAL|OBSERVACIONES|MECANISMOS_TRASLADO|FECHA_HORA|MUNICIPIO
160000P0100'|160000P0100200029|16|MICHOACï¿½N|1|LAZARO CARDENAS|0|1|P|0|Urbana|2|0|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|Cotejo (Levantada en Casilla)|-0|09/06/2021 14:06:05|
160170B0100'|160170B010097659|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|B|0|No urbana|2|24|80|27|8|14|3|195|2|3|0|0|0|4|0|1|0|0|0|0|0|2|363|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:03|ARTEAGA
160170B0100'|160170B010097659|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|B|0|No urbana|2|24|80|27|8|14|3|195|2|3|0|0|0|4|0|1|0|0|0|0|0|2|363|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:03|ARTEAGA
160170B0100'|160170B010097659|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|B|0|No urbana|2|24|80|27|8|14|3|195|2|3|0|0|0|4|0|1|0|0|0|0|0|2|363|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:03|ARTEAGA
160170B0100'|160170B010097659|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|B|0|No urbana|2|24|80|27|8|14|3|195|2|3|0|0|0|4|0|1|0|0|0|0|0|2|363|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:03|ARTEAGA
160170C0200'|160170C020095554|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|2|C|0|No urbana|2|23|78|22|6|18|3|165|4|5|2|0|0|1|0|0|0|0|0|0|0|17|344|661|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:07|ARTEAGA
160170C0200'|160170C020095554|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|2|C|0|No urbana|2|23|78|22|6|18|3|165|4|5|2|0|0|1|0|0|0|0|0|0|0|17|344|661|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:07|ARTEAGA
160170C0200'|160170C020095554|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|2|C|0|No urbana|2|23|78|22|6|18|3|165|4|5|2|0|0|1|0|0|0|0|0|0|0|17|344|661|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:07|ARTEAGA
160170C0200'|160170C020095554|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|2|C|0|No urbana|2|23|78|22|6|18|3|165|4|5|2|0|0|1|0|0|0|0|0|0|0|17|344|661|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:07|ARTEAGA
160170C0300'|160170C030095555|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|3|C|0|No urbana|2|17|73|25|3|26|3|181|2|5|1|0|0|3|0|0|0|0|0|0|0|22|361|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 04:06:50|ARTEAGA
160170C0300'|160170C030095555|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|3|C|0|No urbana|2|17|73|25|3|26|3|181|2|5|1|0|0|3|0|0|0|0|0|0|0|22|361|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 04:06:50|ARTEAGA
160170C0300'|160170C030095555|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|3|C|0|No urbana|2|17|73|25|3|26|3|181|2|5|1|0|0|3|0|0|0|0|0|0|0|22|361|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 04:06:50|ARTEAGA
160170C0300'|160170C030095555|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|3|C|0|No urbana|2|17|73|25|3|26|3|181|2|5|1|0|0|3|0|0|0|0|0|0|0|22|361|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 04:06:50|ARTEAGA
160170C0100'|160170C010095553|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|C|0|No urbana|2|20|96|20|4|8|2|152|3|4|3|0|0|3|1|0|0|0|0|0|0|13|329|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:10|ARTEAGA
160170C0100'|160170C010095553|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|C|0|No urbana|2|20|96|20|4|8|2|152|3|4|3|0|0|3|1|0|0|0|0|0|0|13|329|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:10|ARTEAGA
160170C0100'|160170C010095553|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|C|0|No urbana|2|20|96|20|4|8|2|152|3|4|3|0|0|3|1|0|0|0|0|0|0|13|329|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:10|ARTEAGA
160170C0100'|160170C010095553|16|MICHOACï¿½N|1|LAZARO CARDENAS|170|1|C|0|No urbana|2|20|96|20|4|8|2|152|3|4|3|0|0|3|1|0|0|0|0|0|0|13|329|661|Recuento (Para recuento (SRA))|F-I|09/06/2021 13:06:10|ARTEAGA
160171B0100'|160171B010097660|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|B|0|Urbana|2|19|63|10|16|10|3|161|2|3|3|0|2|2|0|0|0|0|0|0|0|12|306|527|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:45|ARTEAGA
160171B0100'|160171B010097660|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|B|0|Urbana|2|19|63|10|16|10|3|161|2|3|3|0|2|2|0|0|0|0|0|0|0|12|306|527|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:45|ARTEAGA
160171B0100'|160171B010097660|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|B|0|Urbana|2|19|63|10|16|10|3|161|2|3|3|0|2|2|0|0|0|0|0|0|0|12|306|527|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:45|ARTEAGA
160171C0200'|160171C020095557|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|2|C|0|Urbana|2|20|72|18|8|16|4|145|2|5|1|0|0|6|0|0|0|0|0|0|0|11|308|527|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:25|ARTEAGA
160171C0200'|160171C020095557|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|2|C|0|Urbana|2|20|72|18|8|16|4|145|2|5|1|0|0|6|0|0|0|0|0|0|0|11|308|527|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:25|ARTEAGA
160171C0200'|160171C020095557|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|2|C|0|Urbana|2|20|72|18|8|16|4|145|2|5|1|0|0|6|0|0|0|0|0|0|0|11|308|527|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:25|ARTEAGA
160171C0100'|160171C010095556|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|C|0|Urbana|2|21|73|15|15|23|3|152|1|3|3|0|0|3|0|0|0|0|0|0|0|11|323|527|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:05|ARTEAGA
160171C0100'|160171C010095556|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|C|0|Urbana|2|21|73|15|15|23|3|152|1|3|3|0|0|3|0|0|0|0|0|0|0|11|323|527|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:05|ARTEAGA
160171C0100'|160171C010095556|16|MICHOACï¿½N|1|LAZARO CARDENAS|171|1|C|0|Urbana|2|21|73|15|15|23|3|152|1|3|3|0|0|3|0|0|0|0|0|0|0|11|323|527|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:05|ARTEAGA
160172B0100'|160172B010097661|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|B|0|No urbana|2|17|75|21|11|5|3|135|1|2|3|0|1|1|0|0|0|0|0|0|0|26|301|562|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:30|ARTEAGA
160172B0100'|160172B010097661|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|B|0|No urbana|2|17|75|21|11|5|3|135|1|2|3|0|1|1|0|0|0|0|0|0|0|26|301|562|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:30|ARTEAGA
160172B0100'|160172B010097661|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|B|0|No urbana|2|17|75|21|11|5|3|135|1|2|3|0|1|1|0|0|0|0|0|0|0|26|301|562|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:30|ARTEAGA
160172C0200'|160172C020095559|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|2|C|0|No urbana|2|11|77|10|6|9|3|152|5|2|4|0|1|3|0|2|0|0|0|0|0|13|298|561|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:43|ARTEAGA
160172C0200'|160172C020095559|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|2|C|0|No urbana|2|11|77|10|6|9|3|152|5|2|4|0|1|3|0|2|0|0|0|0|0|13|298|561|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:43|ARTEAGA
160172C0200'|160172C020095559|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|2|C|0|No urbana|2|11|77|10|6|9|3|152|5|2|4|0|1|3|0|2|0|0|0|0|0|13|298|561|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:43|ARTEAGA
160172C0100'|160172C010095558|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|C|0|No urbana|2|12|71|12|9|17|2|164|2|6|4|0|1|4|0|0|0|0|0|0|0|9|313|561|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:26|ARTEAGA
160172C0100'|160172C010095558|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|C|0|No urbana|2|12|71|12|9|17|2|164|2|6|4|0|1|4|0|0|0|0|0|0|0|9|313|561|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:26|ARTEAGA
160172C0100'|160172C010095558|16|MICHOACï¿½N|1|LAZARO CARDENAS|172|1|C|0|No urbana|2|12|71|12|9|17|2|164|2|6|4|0|1|4|0|0|0|0|0|0|0|9|313|561|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:26|ARTEAGA
160173B0100'|160173B010097662|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|B|0|No urbana|2|13|70|21|15|11|4|171|3|6|5|0|1|5|0|0|0|0|0|0|0|21|346|643|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:57|ARTEAGA
160173B0100'|160173B010097662|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|B|0|No urbana|2|13|70|21|15|11|4|171|3|6|5|0|1|5|0|0|0|0|0|0|0|21|346|643|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:57|ARTEAGA
160173B0100'|160173B010097662|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|B|0|No urbana|2|13|70|21|15|11|4|171|3|6|5|0|1|5|0|0|0|0|0|0|0|21|346|643|Recuento (Para recuento (SRA))|F-I|09/06/2021 14:06:57|ARTEAGA
160173C0100'|160173C010095560|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|C|0|No urbana|2|21|68|26|10|12|3|169|2|5|6|0|0|5|0|0|0|0|0|0|0|22|349|643|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:48|ARTEAGA
160173C0100'|160173C010095560|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|C|0|No urbana|2|21|68|26|10|12|3|169|2|5|6|0|0|5|0|0|0|0|0|0|0|22|349|643|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:48|ARTEAGA
160173C0100'|160173C010095560|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|1|C|0|No urbana|2|21|68|26|10|12|3|169|2|5|6|0|0|5|0|0|0|0|0|0|0|22|349|643|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:48|ARTEAGA
160173C0200'|160173C020095561|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|2|C|0|No urbana|2|16|71|29|15|6|1|194|8|6|3|0|1|3|1|3|0|0|0|0|0|21|378|643|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:07|ARTEAGA
160173C0200'|160173C020095561|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|2|C|0|No urbana|2|16|71|29|15|6|1|194|8|6|3|0|1|3|1|3|0|0|0|0|0|21|378|643|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:07|ARTEAGA
160173C0200'|160173C020095561|16|MICHOACï¿½N|1|LAZARO CARDENAS|173|2|C|0|No urbana|2|16|71|29|15|6|1|194|8|6|3|0|1|3|1|3|0|0|0|0|0|21|378|643|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:07|ARTEAGA
160174B0100'|160174B010097663|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|B|0|No urbana|2|13|80|17|4|18|2|138|2|4|0|0|1|4|0|0|0|0|0|0|0|11|294|531|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:22|ARTEAGA
160174B0100'|160174B010097663|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|B|0|No urbana|2|13|80|17|4|18|2|138|2|4|0|0|1|4|0|0|0|0|0|0|0|11|294|531|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:22|ARTEAGA
160174B0100'|160174B010097663|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|B|0|No urbana|2|13|80|17|4|18|2|138|2|4|0|0|1|4|0|0|0|0|0|0|0|11|294|531|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:22|ARTEAGA
160174C0100'|160174C010095562|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|C|0|No urbana|2|30|78|18|5|8|1|152|3|3|2|0|2|4|0|1|0|0|0|0|0|11|318|530|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:00|ARTEAGA
160174C0100'|160174C010095562|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|C|0|No urbana|2|30|78|18|5|8|1|152|3|3|2|0|2|4|0|1|0|0|0|0|0|11|318|530|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:00|ARTEAGA
160174C0100'|160174C010095562|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|1|C|0|No urbana|2|30|78|18|5|8|1|152|3|3|2|0|2|4|0|1|0|0|0|0|0|11|318|530|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:00|ARTEAGA
160174C0200'|160174C020095563|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|2|C|0|No urbana|2|15|78|23|2|5|1|158|1|2|5|0|1|3|0|0|0|0|0|0|0|10|304|530|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:40|ARTEAGA
160174C0200'|160174C020095563|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|2|C|0|No urbana|2|15|78|23|2|5|1|158|1|2|5|0|1|3|0|0|0|0|0|0|0|10|304|530|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:40|ARTEAGA
160174C0200'|160174C020095563|16|MICHOACï¿½N|1|LAZARO CARDENAS|174|2|C|0|No urbana|2|15|78|23|2|5|1|158|1|2|5|0|1|3|0|0|0|0|0|0|0|10|304|530|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:40|ARTEAGA
160175B0100'|160175B010097664|16|MICHOACï¿½N|1|LAZARO CARDENAS|175|1|B|0|No urbana|2|3|68|36|1|5|0|108|4|5|1|0|1|0|0|0|0|0|0|0|0|6|238|411|Recuento (Para recuento (SRA))|F-I|09/06/2021 15:06:19|ARTEAGA
160175B0100'|160175B010097664|16|MICHOACï¿½N|1|LAZARO CARDENAS|175|1|B|0|No urbana|2|3|68|36|1|5|0|108|4|5|1|0|1|0|0|0|0|0|0|0|0|6|238|411|Recuento (Para recuento (SRA))|F-I|09/06/2021 15:06:19|ARTEAGA
160175E0100'|160175E010096039|16|MICHOACï¿½N|1|LAZARO CARDENAS|175|1|E|0|No urbana|2|1|6|20|0|2|0|84|0|0|1|0|0|0|0|0|0|0|0|0|0|3|117|180|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:34|ARTEAGA
160175E0100'|160175E010096039|16|MICHOACï¿½N|1|LAZARO CARDENAS|175|1|E|0|No urbana|2|1|6|20|0|2|0|84|0|0|1|0|0|0|0|0|0|0|0|0|0|3|117|180|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:34|ARTEAGA
160176B0100'|160176B010097665|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|B|0|No urbana|2|11|80|58|3|7|1|143|2|4|2|0|1|0|0|0|0|0|0|0|0|10|322|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:00|ARTEAGA
160176B0100'|160176B010097665|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|B|0|No urbana|2|11|80|58|3|7|1|143|2|4|2|0|1|0|0|0|0|0|0|0|0|10|322|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:00|ARTEAGA
160176B0100'|160176B010097665|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|B|0|No urbana|2|11|80|58|3|7|1|143|2|4|2|0|1|0|0|0|0|0|0|0|0|10|322|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:00|ARTEAGA
160176B0100'|160176B010097665|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|B|0|No urbana|2|11|80|58|3|7|1|143|2|4|2|0|1|0|0|0|0|0|0|0|0|10|322|660|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:00|ARTEAGA
160176C0100'|160176C010095564|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|C|0|No urbana|2|8|71|62|3|7|4|132|0|3|0|0|1|3|1|0|0|0|0|0|0|3|298|660|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:56|ARTEAGA
160176C0100'|160176C010095564|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|C|0|No urbana|2|8|71|62|3|7|4|132|0|3|0|0|1|3|1|0|0|0|0|0|0|3|298|660|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:56|ARTEAGA
160176C0100'|160176C010095564|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|C|0|No urbana|2|8|71|62|3|7|4|132|0|3|0|0|1|3|1|0|0|0|0|0|0|3|298|660|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:56|ARTEAGA
160176C0100'|160176C010095564|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|C|0|No urbana|2|8|71|62|3|7|4|132|0|3|0|0|1|3|1|0|0|0|0|0|0|3|298|660|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:56|ARTEAGA
160176E0100'|160176E010096213|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|E|0|No urbana|2|3|13|9|1|1|2|185|1|5|1|0|0|1|0|0|0|0|0|0|0|7|229|446|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:13|ARTEAGA
160176E0100'|160176E010096213|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|E|0|No urbana|2|3|13|9|1|1|2|185|1|5|1|0|0|1|0|0|0|0|0|0|0|7|229|446|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:13|ARTEAGA
160176E0100'|160176E010096213|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|E|0|No urbana|2|3|13|9|1|1|2|185|1|5|1|0|0|1|0|0|0|0|0|0|0|7|229|446|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:13|ARTEAGA
160176E0100'|160176E010096213|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|1|E|0|No urbana|2|3|13|9|1|1|2|185|1|5|1|0|0|1|0|0|0|0|0|0|0|7|229|446|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:13|ARTEAGA
160176E0200'|160176E020096976|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|2|E|0|No urbana|2|2|29|28|2|6|0|44|2|1|0|0|0|0|0|1|0|0|0|0|0|4|119|158|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:20|ARTEAGA
160176E0200'|160176E020096976|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|2|E|0|No urbana|2|2|29|28|2|6|0|44|2|1|0|0|0|0|0|1|0|0|0|0|0|4|119|158|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:20|ARTEAGA
160176E0200'|160176E020096976|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|2|E|0|No urbana|2|2|29|28|2|6|0|44|2|1|0|0|0|0|0|1|0|0|0|0|0|4|119|158|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:20|ARTEAGA
160176E0200'|160176E020096976|16|MICHOACï¿½N|1|LAZARO CARDENAS|176|2|E|0|No urbana|2|2|29|28|2|6|0|44|2|1|0|0|0|0|0|1|0|0|0|0|0|4|119|158|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:20|ARTEAGA
160177B0100'|160177B010097666|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|B|0|No urbana|2|1|17|2|2|1|2|82|0|1|0|0|0|0|0|0|0|0|0|0|0|3|111|197|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:35|ARTEAGA
160177B0100'|160177B010097666|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|B|0|No urbana|2|1|17|2|2|1|2|82|0|1|0|0|0|0|0|0|0|0|0|0|0|3|111|197|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:35|ARTEAGA
160177B0100'|160177B010097666|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|B|0|No urbana|2|1|17|2|2|1|2|82|0|1|0|0|0|0|0|0|0|0|0|0|0|3|111|197|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:35|ARTEAGA
160177E0100'|160177E010096588|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|E|0|No urbana|2|2|27|1|4|3|0|37|0|0|2|0|0|0|0|0|0|0|0|0|0|1|77|113|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:11|ARTEAGA
160177E0100'|160177E010096588|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|E|0|No urbana|2|2|27|1|4|3|0|37|0|0|2|0|0|0|0|0|0|0|0|0|0|1|77|113|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:11|ARTEAGA
160177E0100'|160177E010096588|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|1|E|0|No urbana|2|2|27|1|4|3|0|37|0|0|2|0|0|0|0|0|0|0|0|0|0|1|77|113|Recuento (Para recuento (SRA))|F-I|09/06/2021 16:06:11|ARTEAGA
160177E0200'|160177E020096214|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|2|E|0|No urbana|2|6|22|7|5|2|1|86|3|2|3|0|0|0|0|0|0|0|0|0|0|1|138|238|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:33|ARTEAGA
160177E0200'|160177E020096214|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|2|E|0|No urbana|2|6|22|7|5|2|1|86|3|2|3|0|0|0|0|0|0|0|0|0|0|1|138|238|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:33|ARTEAGA
160177E0200'|160177E020096214|16|MICHOACï¿½N|1|LAZARO CARDENAS|177|2|E|0|No urbana|2|6|22|7|5|2|1|86|3|2|3|0|0|0|0|0|0|0|0|0|0|1|138|238|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:33|ARTEAGA
160178B0100'|160178B010097667|16|MICHOACï¿½N|1|LAZARO CARDENAS|178|1|B|0|No urbana|2|3|104|17|6|13|1|213|3|4|3|0|1|4|0|0|0|0|0|0|0|23|395|605|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:12|ARTEAGA
160178E0100'|160178E010096589|16|MICHOACï¿½N|1|LAZARO CARDENAS|178|1|E|0|No urbana|2|0|18|5|1|1|0|58|2|1|0|0|0|0|0|0|0|0|0|0|0|4|90|125|Cotejo (Levantada en Casilla)|F-I|09/06/2021 13:06:39|ARTEAGA
160179B0100'|160179B010097668|16|MICHOACï¿½N|1|LAZARO CARDENAS|179|1|B|0|No urbana|2|3|56|28|3|22|1|36|4|4|0|0|0|0|0|0|0|0|0|0|0|3|160|287|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:38|ARTEAGA
160180B0100'|160180B010097669|16|MICHOACï¿½N|1|LAZARO CARDENAS|180|1|B|0|No urbana|2|13|56|10|8|12|1|85|2|0|1|0|0|2|0|1|0|0|0|0|0|10|201|336|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:12|ARTEAGA
160180B0100'|160180B010097669|16|MICHOACï¿½N|1|LAZARO CARDENAS|180|1|B|0|No urbana|2|13|56|10|8|12|1|85|2|0|1|0|0|2|0|1|0|0|0|0|0|10|201|336|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:12|ARTEAGA
160180E0100'|160180E010096977|16|MICHOACï¿½N|1|LAZARO CARDENAS|180|1|E|0|No urbana|2|8|92|10|8|8|0|83|4|4|1|0|1|5|0|1|0|0|0|0|0|10|235|355|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:17|ARTEAGA
160180E0100'|160180E010096977|16|MICHOACï¿½N|1|LAZARO CARDENAS|180|1|E|0|No urbana|2|8|92|10|8|8|0|83|4|4|1|0|1|5|0|1|0|0|0|0|0|10|235|355|Recuento (Para recuento (SRA))|F-I|10/06/2021 05:06:17|ARTEAGA
160181B0100'|160181B010097670|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|1|B|0|No urbana|2|1|85|5|6|4|0|167|1|3|2|0|0|2|0|0|0|0|0|0|0|9|285|521|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:06|ARTEAGA
160181B0100'|160181B010097670|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|1|B|0|No urbana|2|1|85|5|6|4|0|167|1|3|2|0|0|2|0|0|0|0|0|0|0|9|285|521|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:06|ARTEAGA
160181B0100'|160181B010097670|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|1|B|0|No urbana|2|1|85|5|6|4|0|167|1|3|2|0|0|2|0|0|0|0|0|0|0|9|285|521|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:06|ARTEAGA
160181B0100'|160181B010097670|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|1|B|0|No urbana|2|1|85|5|6|4|0|167|1|3|2|0|0|2|0|0|0|0|0|0|0|9|285|521|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:06|ARTEAGA
160181C0200'|160181C020095566|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|2|C|0|No urbana|2|1|98|4|2|4|1|165|0|1|1|0|1|3|0|1|0|0|0|0|0|11|293|520|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:41|ARTEAGA
160181C0200'|160181C020095566|16|MICHOACï¿½N|1|LAZARO CARDENAS|181|2|C|0|No urbana|2|1|98|4|2|4|1|165|0|1|1|0|1|3|0|1|0|0|0|0|0|11|293|520|Recuento (Para recuento (SRA))|F-I|09/06/2021 17:06:41|ARTEAGA
