CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|NOMBRE_DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|CASILLA|NUM_ACTA_IMPRESO|PAN|PRI|PRD|PVEM|PT|MOVIMIENTO CIUDADANO|NUEVA ALIANZA|MORENA|ENCUENTRO SOCIAL|PAN_PRD_MC|PAN_PRD|PAN_MC|PRD_MC|PRI_PVEM_NA|PRI_PVEM|PRI_NA|PVEM_NA|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CAND_IND_01|CAND_IND_02|CNR|VN|TOTAL_VOTOS_CALCULADOS|LISTA_NOMINAL|OBSERVACIONES|MECANISMOS_TRASLADO|FECHA_HORA|MUNICIPIO
160170B0100'|160170B010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|B|0|Rural|6|29|76|60|10|2|3|49|165|3|1|2|0|0|0|0|0|0|3|0|0|0|0|0|1|38|442|656|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:34:31.935000|ARTEAGA
160170B0100'|160170B010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|B|0|Rural|6|29|76|60|10|2|3|49|165|3|1|2|0|0|0|0|0|0|3|0|0|0|0|0|1|38|442|656|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:34:31.935000|ARTEAGA
160170B0100'|160170B010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|B|0|Rural|6|29|76|60|10|2|3|49|165|3|1|2|0|0|0|0|0|0|3|0|0|0|0|0|1|38|442|656|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:34:31.935000|ARTEAGA
160170B0100'|160170B010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|B|0|Rural|6|29|76|60|10|2|3|49|165|3|1|2|0|0|0|0|0|0|3|0|0|0|0|0|1|38|442|656|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:34:31.935000|ARTEAGA
160170C0100'|160170C010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|C|0|Rural|6|25|67|79|6|7|6|61|126|3|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|36|418|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:13:55.289000|ARTEAGA
160170C0100'|160170C010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|C|0|Rural|6|25|67|79|6|7|6|61|126|3|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|36|418|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:13:55.289000|ARTEAGA
160170C0100'|160170C010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|C|0|Rural|6|25|67|79|6|7|6|61|126|3|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|36|418|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:13:55.289000|ARTEAGA
160170C0100'|160170C010006|16|MICHOACAN|1|LAZARO CARDENAS|170|1|C|0|Rural|6|25|67|79|6|7|6|61|126|3|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|36|418|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:13:55.289000|ARTEAGA
160170C0200'|160170C020006|16|MICHOACAN|1|LAZARO CARDENAS|170|2|C|0|Rural|6|22|44|62|11|5|2|60|167|11|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|25|411|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:12:41.096000|ARTEAGA
160170C0200'|160170C020006|16|MICHOACAN|1|LAZARO CARDENAS|170|2|C|0|Rural|6|22|44|62|11|5|2|60|167|11|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|25|411|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:12:41.096000|ARTEAGA
160170C0200'|160170C020006|16|MICHOACAN|1|LAZARO CARDENAS|170|2|C|0|Rural|6|22|44|62|11|5|2|60|167|11|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|25|411|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:12:41.096000|ARTEAGA
160170C0200'|160170C020006|16|MICHOACAN|1|LAZARO CARDENAS|170|2|C|0|Rural|6|22|44|62|11|5|2|60|167|11|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|25|411|656|Recuento (Para recuento (SRA))|F-I|05/07/18 13:12:41.096000|ARTEAGA
160170C0300'|160170C030006|16|MICHOACAN|1|LAZARO CARDENAS|170|3|C|0|Rural|6|21|52|53|6|10|15|47|183|3|0|0|2|0|0|0|0|0|3|2|0|0|0|0|0|30|427|655|Recuento (Para recuento (SRA))|F-I|05/07/18 13:15:15.773000|ARTEAGA
160170C0300'|160170C030006|16|MICHOACAN|1|LAZARO CARDENAS|170|3|C|0|Rural|6|21|52|53|6|10|15|47|183|3|0|0|2|0|0|0|0|0|3|2|0|0|0|0|0|30|427|655|Recuento (Para recuento (SRA))|F-I|05/07/18 13:15:15.773000|ARTEAGA
160170C0300'|160170C030006|16|MICHOACAN|1|LAZARO CARDENAS|170|3|C|0|Rural|6|21|52|53|6|10|15|47|183|3|0|0|2|0|0|0|0|0|3|2|0|0|0|0|0|30|427|655|Recuento (Para recuento (SRA))|F-I|05/07/18 13:15:15.773000|ARTEAGA
160170C0300'|160170C030006|16|MICHOACAN|1|LAZARO CARDENAS|170|3|C|0|Rural|6|21|52|53|6|10|15|47|183|3|0|0|2|0|0|0|0|0|3|2|0|0|0|0|0|30|427|655|Recuento (Para recuento (SRA))|F-I|05/07/18 13:15:15.773000|ARTEAGA
160171B0100'|160171B010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|B|0|Urbana|6|23|50|53|7|10|3|36|157|4|1|1|0|0|0|0|0|0|1|1|0|2|0|0|0|27|376|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:54.644000|ARTEAGA
160171B0100'|160171B010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|B|0|Urbana|6|23|50|53|7|10|3|36|157|4|1|1|0|0|0|0|0|0|1|1|0|2|0|0|0|27|376|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:54.644000|ARTEAGA
160171B0100'|160171B010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|B|0|Urbana|6|23|50|53|7|10|3|36|157|4|1|1|0|0|0|0|0|0|1|1|0|2|0|0|0|27|376|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:54.644000|ARTEAGA
160171C0200'|160171C020006|16|MICHOACAN|1|LAZARO CARDENAS|171|2|C|0|Urbana|6|14|55|45|8|7|4|44|149|1|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|27|357|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:01.038000|ARTEAGA
160171C0200'|160171C020006|16|MICHOACAN|1|LAZARO CARDENAS|171|2|C|0|Urbana|6|14|55|45|8|7|4|44|149|1|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|27|357|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:01.038000|ARTEAGA
160171C0200'|160171C020006|16|MICHOACAN|1|LAZARO CARDENAS|171|2|C|0|Urbana|6|14|55|45|8|7|4|44|149|1|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|27|357|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:01.038000|ARTEAGA
160171C0100'|160171C010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|C|0|Urbana|6|19|49|47|4|1|8|29|187|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|17|363|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:34:26.987000|ARTEAGA
160171C0100'|160171C010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|C|0|Urbana|6|19|49|47|4|1|8|29|187|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|17|363|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:34:26.987000|ARTEAGA
160171C0100'|160171C010006|16|MICHOACAN|1|LAZARO CARDENAS|171|1|C|0|Urbana|6|19|49|47|4|1|8|29|187|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|17|363|531|Recuento (Para recuento (SRA))|F-I|05/07/18 15:34:26.987000|ARTEAGA
160172B0100'|160172B010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|B|0|Rural|6|16|62|55|6|3|3|41|169|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|383|578|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:36:25.341000|ARTEAGA
160172B0100'|160172B010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|B|0|Rural|6|16|62|55|6|3|3|41|169|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|383|578|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:36:25.341000|ARTEAGA
160172B0100'|160172B010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|B|0|Rural|6|16|62|55|6|3|3|41|169|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|383|578|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:36:25.341000|ARTEAGA
160172C0100'|160172C010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|C|0|Rural|6|14|45|47|6|4|5|52|188|0|0|0|0|1|0|0|0|0|2|2|0|0|0|0|0|28|394|577|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:42.005000|ARTEAGA
160172C0100'|160172C010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|C|0|Rural|6|14|45|47|6|4|5|52|188|0|0|0|0|1|0|0|0|0|2|2|0|0|0|0|0|28|394|577|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:42.005000|ARTEAGA
160172C0100'|160172C010006|16|MICHOACAN|1|LAZARO CARDENAS|172|1|C|0|Rural|6|14|45|47|6|4|5|52|188|0|0|0|0|1|0|0|0|0|2|2|0|0|0|0|0|28|394|577|Recuento (Para recuento (SRA))|F-I|05/07/18 15:33:42.005000|ARTEAGA
160172C0200'|160172C020006|16|MICHOACAN|1|LAZARO CARDENAS|172|2|C|0|Rural|6|14|51|56|3|7|5|51|143|3|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|42|378|577|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:38:00.417000|ARTEAGA
160172C0200'|160172C020006|16|MICHOACAN|1|LAZARO CARDENAS|172|2|C|0|Rural|6|14|51|56|3|7|5|51|143|3|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|42|378|577|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:38:00.417000|ARTEAGA
160172C0200'|160172C020006|16|MICHOACAN|1|LAZARO CARDENAS|172|2|C|0|Rural|6|14|51|56|3|7|5|51|143|3|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|42|378|577|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:38:00.417000|ARTEAGA
160173B0100'|160173B010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|B|0|Rural|6|0|48|53|2|7|5|45|164|5|0|0|0|1|0|0|0|0|0|0|0|2|0|0|0|45|377|629|Recuento (Para recuento (SRA))|F-I|05/07/18 13:40:55.427000|ARTEAGA
160173B0100'|160173B010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|B|0|Rural|6|0|48|53|2|7|5|45|164|5|0|0|0|1|0|0|0|0|0|0|0|2|0|0|0|45|377|629|Recuento (Para recuento (SRA))|F-I|05/07/18 13:40:55.427000|ARTEAGA
160173B0100'|160173B010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|B|0|Rural|6|0|48|53|2|7|5|45|164|5|0|0|0|1|0|0|0|0|0|0|0|2|0|0|0|45|377|629|Recuento (Para recuento (SRA))|F-I|05/07/18 13:40:55.427000|ARTEAGA
160173C0200'|160173C020006|16|MICHOACAN|1|LAZARO CARDENAS|173|2|C|0|Rural|6|18|58|71|6|6|3|38|178|2|0|0|0|1|0|0|0|0|2|0|0|0|0|0|0|24|407|628|Recuento (Para recuento (SRA))|F-I|05/07/18 13:56:27.220000|ARTEAGA
160173C0200'|160173C020006|16|MICHOACAN|1|LAZARO CARDENAS|173|2|C|0|Rural|6|18|58|71|6|6|3|38|178|2|0|0|0|1|0|0|0|0|2|0|0|0|0|0|0|24|407|628|Recuento (Para recuento (SRA))|F-I|05/07/18 13:56:27.220000|ARTEAGA
160173C0200'|160173C020006|16|MICHOACAN|1|LAZARO CARDENAS|173|2|C|0|Rural|6|18|58|71|6|6|3|38|178|2|0|0|0|1|0|0|0|0|2|0|0|0|0|0|0|24|407|628|Recuento (Para recuento (SRA))|F-I|05/07/18 13:56:27.220000|ARTEAGA
160173C0100'|160173C010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|C|0|Rural|6|39|60|60|2|7|6|38|157|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|45|418|628|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:11.942000|ARTEAGA
160173C0100'|160173C010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|C|0|Rural|6|39|60|60|2|7|6|38|157|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|45|418|628|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:11.942000|ARTEAGA
160173C0100'|160173C010006|16|MICHOACAN|1|LAZARO CARDENAS|173|1|C|0|Rural|6|39|60|60|2|7|6|38|157|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|45|418|628|Recuento (Para recuento (SRA))|F-I|05/07/18 15:35:11.942000|ARTEAGA
160174B0100'|160174B010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|B|0|Rural|6|16|48|73|3|2|4|35|133|4|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|21|343|522|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:40:06.916000|ARTEAGA
160174B0100'|160174B010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|B|0|Rural|6|16|48|73|3|2|4|35|133|4|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|21|343|522|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:40:06.916000|ARTEAGA
160174B0100'|160174B010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|B|0|Rural|6|16|48|73|3|2|4|35|133|4|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|21|343|522|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:40:06.916000|ARTEAGA
160174C0200'|160174C020006|16|MICHOACAN|1|LAZARO CARDENAS|174|2|C|0|Rural|6|17|43|59|4|7|3|26|139|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|28|331|521|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:39:00.969000|ARTEAGA
160174C0200'|160174C020006|16|MICHOACAN|1|LAZARO CARDENAS|174|2|C|0|Rural|6|17|43|59|4|7|3|26|139|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|28|331|521|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:39:00.969000|ARTEAGA
160174C0200'|160174C020006|16|MICHOACAN|1|LAZARO CARDENAS|174|2|C|0|Rural|6|17|43|59|4|7|3|26|139|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|28|331|521|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:39:00.969000|ARTEAGA
160174C0100'|160174C010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|C|0|Rural|6|30|50|61|3|2|7|34|151|2|0|0|0|1|0|0|0|0|2|1|0|2|0|0|0|22|368|521|Recuento (Para recuento (SRA))|F-I|05/07/18 15:28:47.029000|ARTEAGA
160174C0100'|160174C010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|C|0|Rural|6|30|50|61|3|2|7|34|151|2|0|0|0|1|0|0|0|0|2|1|0|2|0|0|0|22|368|521|Recuento (Para recuento (SRA))|F-I|05/07/18 15:28:47.029000|ARTEAGA
160174C0100'|160174C010006|16|MICHOACAN|1|LAZARO CARDENAS|174|1|C|0|Rural|6|30|50|61|3|2|7|34|151|2|0|0|0|1|0|0|0|0|2|1|0|2|0|0|0|22|368|521|Recuento (Para recuento (SRA))|F-I|05/07/18 15:28:47.029000|ARTEAGA
160175B0100'|160175B010006|16|MICHOACAN|1|LAZARO CARDENAS|175|1|B|0|Rural|6|1|85|46|2|7|4|23|94|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|290|409|Recuento (Para recuento (SRA))|F-I|05/07/18 15:31:35.522000|ARTEAGA
160175B0100'|160175B010006|16|MICHOACAN|1|LAZARO CARDENAS|175|1|B|0|Rural|6|1|85|46|2|7|4|23|94|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|290|409|Recuento (Para recuento (SRA))|F-I|05/07/18 15:31:35.522000|ARTEAGA
160175E0100'|160175E010006|16|MICHOACAN|1|LAZARO CARDENAS|175|1|E|0|Rural|6|0|18|71|2|5|3|3|29|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|4|136|168|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:41:07.760000|ARTEAGA
160175E0100'|160175E010006|16|MICHOACAN|1|LAZARO CARDENAS|175|1|E|0|Rural|6|0|18|71|2|5|3|3|29|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|4|136|168|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:41:07.760000|ARTEAGA
160176B0100'|160176B010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|B|0|Rural|6|23|64|79|29|12|8|25|97|2|2|0|0|1|0|0|0|0|0|2|0|0|0|0|0|27|371|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:24:17.134000|ARTEAGA
160176B0100'|160176B010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|B|0|Rural|6|23|64|79|29|12|8|25|97|2|2|0|0|1|0|0|0|0|0|2|0|0|0|0|0|27|371|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:24:17.134000|ARTEAGA
160176B0100'|160176B010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|B|0|Rural|6|23|64|79|29|12|8|25|97|2|2|0|0|1|0|0|0|0|0|2|0|0|0|0|0|27|371|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:24:17.134000|ARTEAGA
160176B0100'|160176B010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|B|0|Rural|6|23|64|79|29|12|8|25|97|2|2|0|0|1|0|0|0|0|0|2|0|0|0|0|0|27|371|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:24:17.134000|ARTEAGA
160176C0100'|160176C010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|C|0|Rural|6|20|27|194|31|6|8|35|93|0|0|0|0|1|0|0|0|0|4|0|0|0|0|0|0|49|468|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:30:09.760000|ARTEAGA
160176C0100'|160176C010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|C|0|Rural|6|20|27|194|31|6|8|35|93|0|0|0|0|1|0|0|0|0|4|0|0|0|0|0|0|49|468|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:30:09.760000|ARTEAGA
160176C0100'|160176C010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|C|0|Rural|6|20|27|194|31|6|8|35|93|0|0|0|0|1|0|0|0|0|4|0|0|0|0|0|0|49|468|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:30:09.760000|ARTEAGA
160176C0100'|160176C010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|C|0|Rural|6|20|27|194|31|6|8|35|93|0|0|0|0|1|0|0|0|0|4|0|0|0|0|0|0|49|468|651|Recuento (Para recuento (SRA))|F-I|05/07/18 15:30:09.760000|ARTEAGA
160176E0200'|160176E020006|16|MICHOACAN|1|LAZARO CARDENAS|176|2|E|0|Rural|6|1|15|38|6|1|5|13|35|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8|123|167|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:42:08.475000|ARTEAGA
160176E0200'|160176E020006|16|MICHOACAN|1|LAZARO CARDENAS|176|2|E|0|Rural|6|1|15|38|6|1|5|13|35|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8|123|167|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:42:08.475000|ARTEAGA
160176E0200'|160176E020006|16|MICHOACAN|1|LAZARO CARDENAS|176|2|E|0|Rural|6|1|15|38|6|1|5|13|35|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8|123|167|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:42:08.475000|ARTEAGA
160176E0200'|160176E020006|16|MICHOACAN|1|LAZARO CARDENAS|176|2|E|0|Rural|6|1|15|38|6|1|5|13|35|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8|123|167|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:42:08.475000|ARTEAGA
160176E0100'|160176E010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|E|0|Rural|6|3|16|68|7|1|5|29|106|2|2|0|0|2|0|0|0|0|3|2|0|1|0|0|0|25|272|456|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:55.190000|ARTEAGA
160176E0100'|160176E010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|E|0|Rural|6|3|16|68|7|1|5|29|106|2|2|0|0|2|0|0|0|0|3|2|0|1|0|0|0|25|272|456|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:55.190000|ARTEAGA
160176E0100'|160176E010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|E|0|Rural|6|3|16|68|7|1|5|29|106|2|2|0|0|2|0|0|0|0|3|2|0|1|0|0|0|25|272|456|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:55.190000|ARTEAGA
160176E0100'|160176E010006|16|MICHOACAN|1|LAZARO CARDENAS|176|1|E|0|Rural|6|3|16|68|7|1|5|29|106|2|2|0|0|2|0|0|0|0|3|2|0|1|0|0|0|25|272|456|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:55.190000|ARTEAGA
160177B0100'|160177B010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|B|0|Rural|6|3|4|9|4|5|1|3|100|1|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|134|217|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:43:10.661000|ARTEAGA
160177B0100'|160177B010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|B|0|Rural|6|3|4|9|4|5|1|3|100|1|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|134|217|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:43:10.661000|ARTEAGA
160177B0100'|160177B010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|B|0|Rural|6|3|4|9|4|5|1|3|100|1|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|134|217|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:43:10.661000|ARTEAGA
160177E0200'|160177E020006|16|MICHOACAN|1|LAZARO CARDENAS|177|2|E|0|Rural|6|7|13|30|24|1|3|11|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|147|233|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:18.913000|ARTEAGA
160177E0200'|160177E020006|16|MICHOACAN|1|LAZARO CARDENAS|177|2|E|0|Rural|6|7|13|30|24|1|3|11|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|147|233|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:18.913000|ARTEAGA
160177E0200'|160177E020006|16|MICHOACAN|1|LAZARO CARDENAS|177|2|E|0|Rural|6|7|13|30|24|1|3|11|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|147|233|Recuento (Para recuento (SRA))|F-I|05/07/18 15:25:18.913000|ARTEAGA
160177E0100'|160177E010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|E|0|Rural|6|4|17|5|12|1|1|5|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|74|114|Recuento (Para recuento (SRA))|F-I|05/07/18 15:26:34.941000|ARTEAGA
160177E0100'|160177E010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|E|0|Rural|6|4|17|5|12|1|1|5|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|74|114|Recuento (Para recuento (SRA))|F-I|05/07/18 15:26:34.941000|ARTEAGA
160177E0100'|160177E010006|16|MICHOACAN|1|LAZARO CARDENAS|177|1|E|0|Rural|6|4|17|5|12|1|1|5|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|74|114|Recuento (Para recuento (SRA))|F-I|05/07/18 15:26:34.941000|ARTEAGA
160178B0100'|160178B010006|16|MICHOACAN|1|LAZARO CARDENAS|178|1|B|0|Rural|6|12|105|117|2|1|3|42|67|1|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|52|406|589|Recuento (Para recuento (SRA))|F-I|05/07/18 15:21:10.514000|ARTEAGA
160178E0100'|160178E010006|16|MICHOACAN|1|LAZARO CARDENAS|178|1|E|0|Rural|6|1|30|41|0|1|0|7|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|100|123|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:44:09.193000|ARTEAGA
160179B0100'|160179B010006|16|MICHOACAN|1|LAZARO CARDENAS|179|1|B|0|Rural|6|5|23|45|1|3|3|48|26|0|0|1|0|0|0|0|0|0|3|1|0|1|0|0|0|17|177|256|Recuento (Para recuento (SRA))|F-I|05/07/18 15:19:32.697000|ARTEAGA
160180B0100'|160180B010006|16|MICHOACAN|1|LAZARO CARDENAS|180|1|B|0|Rural|6|18|38|86|6|3|2|32|24|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|19|230|367|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:47:31.307000|ARTEAGA
160180B0100'|160180B010006|16|MICHOACAN|1|LAZARO CARDENAS|180|1|B|0|Rural|6|18|38|86|6|3|2|32|24|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|19|230|367|Cotejo (Levantada en Casilla)|F-I|05/07/18 12:47:31.307000|ARTEAGA
160180E0100'|160180E010006|16|MICHOACAN|1|LAZARO CARDENAS|180|1|E|0|Rural|6|17|58|56|10|0|1|51|32|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|27|254|360|Recuento (Para recuento (SRA))|F-I|05/07/18 15:22:25.809000|ARTEAGA
160180E0100'|160180E010006|16|MICHOACAN|1|LAZARO CARDENAS|180|1|E|0|Rural|6|17|58|56|10|0|1|51|32|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|27|254|360|Recuento (Para recuento (SRA))|F-I|05/07/18 15:22:25.809000|ARTEAGA
160181B0100'|160181B010006|16|MICHOACAN|1|LAZARO CARDENAS|181|1|B|0|Rural|6|7|41|44|15|2|1|18|146|0|2|0|0|0|0|0|0|0|1|3|0|1|0|0|0|34|315|529|Recuento (Para recuento (SRA))|F-I|05/07/18 17:03:24.616000|ARTEAGA
160181B0100'|160181B010006|16|MICHOACAN|1|LAZARO CARDENAS|181|1|B|0|Rural|6|7|41|44|15|2|1|18|146|0|2|0|0|0|0|0|0|0|1|3|0|1|0|0|0|34|315|529|Recuento (Para recuento (SRA))|F-I|05/07/18 17:03:24.616000|ARTEAGA
160181B0100'|160181B010006|16|MICHOACAN|1|LAZARO CARDENAS|181|1|B|0|Rural|6|7|41|44|15|2|1|18|146|0|2|0|0|0|0|0|0|0|1|3|0|1|0|0|0|34|315|529|Recuento (Para recuento (SRA))|F-I|05/07/18 17:03:24.616000|ARTEAGA
